"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","19/1665","96/18888",0.000633372010084718,0.0192353759937708,0.0162614096668132,"EPHA3/GPM6B/COL17A1/ROCK1/TESK2/CAMSAP3/TNS1/SLC9A1/ITGA6/SORBS1/CORO2B/CORO1C/KDR/ROCK2/CDH11/PTK2/BCL2/PEAK1/BCR",19
"GO:0042692","BP","GO:0042692","muscle cell differentiation","58/1665","428/18888",0.000654637671124078,0.0197781982400233,0.0167203065932591,"CYP26B1/KDM1A/HDAC9/CTDP1/YBX1/NEO1/SPEG/RARB/EDN1/MEF2C/NOX4/SLC9A1/LAMB1/NFATC2/LAMA1/FGF9/OLFM2/TGFB1/ENG/DKK1/CNTNAP1/HDAC5/SOX6/WNT5B/SDC1/RGS4/BHLHE41/OBSL1/SOX9/BMP2/SIX1/FLNC/ACTN4/ANKRD17/KDM6B/LARGE1/PTGFRN/FHOD3/TPM1/AFG3L2/GATA6/ARRB2/SMAD4/MEIS1/NOTCH1/ADM/PDLIM5/GPER1/SHOX2/KRT19/BCL2/ATP2A2/CSRP2/FOXO4/DNER/MYBPC1/DMD/NFATC4",58
"GO:0001764","BP","GO:0001764","neuron migration","30/1665","183/18888",0.00066782586325674,0.0200726423126291,0.0169692268997901,"FYN/NEXMIF/SDCCAG8/CTNNA2/NEO1/CELSR1/MEF2C/PHACTR1/NRP2/CXCR4/FEZF1/FGF13/DCLK1/LARGE1/NAV1/KIRREL3/ADGRL3/ASTN1/SPOCK1/PEX13/DISC1/TBX20/FAT3/DRGX/ZNF609/GAS6/NR2F2/SHTN1/DNER/RELN",30
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","61/1665","456/18888",0.000672530198852773,0.0201103773821052,0.0170011277799057,"FYN/SLC12A2/CTNNA2/NEO1/ST6GAL1/EDN1/ARG2/CYLD/DDT/RIN3/PLAT/TGFB1/SERPINE1/GIT1/NFKB1/DTX4/MVK/SH2B3/OAS3/ADTRP/PPARD/SEMA5A/WNT5A/FNDC4/TNFAIP3/PLAU/NR1D1/TSPAN8/SMPDL3B/SYT11/TRAFD1/ARRB2/DUSP10/GPR17/SLIT2/PLK2/NOTCH1/UBASH3B/SLAMF8/NLRP3/IFI16/RYK/UCN/GPER1/ROBO1/SOCS5/PTGER4/TRIB1/PTPN2/YES1/METRNL/ANXA2/CEP63/ROBO2/BCR/SERPINB2/YTHDF2/CARD16/HLA-E/HLA-B/EPPK1",61
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","62/1665","466/18888",0.000702258375442505,0.0208921866694145,0.0176620621492871,"TMEM132A/FUZ/SNAI2/CELSR1/GPC4/EDN1/GSK3B/CYLD/DAAM1/FERMT1/PORCN/FGF9/TGFB1/PLEKHA4/LZTS2/DKK1/NFKB1/CAPRIN2/WNT5B/PTK7/SEMA5A/AMOTL2/KPNA1/WNT5A/USP34/STRN/SDC1/TNFAIP3/VPS4B/EGR1/BICC1/LRP1/SOX9/BMP2/LRP4/SCYL2/LEF1/SMAD4/ARHGEF19/IGFBP1/NOTCH1/LATS2/LRRK1/TNIK/EDA/DISC1/RYK/FRAT1/GPRC5B/CMAHP/CTNND2/MLLT3/FZD8/SHISA2/FRAT2/EXT1/NOG/ZNF703/TRABD2A/APCDD1L/GRK5/NFATC4",62
"GO:0022404","BP","GO:0022404","molting cycle process","19/1665","97/18888",0.000723730445102051,0.0213134960878286,0.0180182332504673,"FUZ/GLI2/FERMT1/DKK1/WNT5A/SOS1/MSX2/INHBA/SOX9/FST/LRP4/SMAD4/LRIG1/NOTCH1/EDA/LDB2/BCL2/HPSE/EXT1",19
"GO:0022405","BP","GO:0022405","hair cycle process","19/1665","97/18888",0.000723730445102051,0.0213134960878286,0.0180182332504673,"FUZ/GLI2/FERMT1/DKK1/WNT5A/SOS1/MSX2/INHBA/SOX9/FST/LRP4/SMAD4/LRIG1/NOTCH1/EDA/LDB2/BCL2/HPSE/EXT1",19
"GO:0042060","BP","GO:0042060","wound healing","58/1665","430/18888",0.000734669609956102,0.0215269271138394,0.0181986658737076,"SLC12A2/LMAN1/EDN1/CHMP2B/DSP/SERPIND1/FERMT1/MYL12A/PLAT/TGFB1/CADM4/TFPI2/PIK3CG/SERPINE1/ELK3/SH2B3/ADTRP/PPARD/PTK7/FGF1/WNT5A/IL1A/TNFAIP3/VPS4B/MSX2/CXCR4/PLAU/CDKN1A/TSPAN8/KDR/EMILIN2/SYT11/EPHB2/TLR4/DDR1/TPM1/ARHGEF19/ADAM17/MERTK/UBASH3B/F11R/NPR2/F2RL2/PTK2/PRKCE/HPSE/SCRIB/EXT1/ANXA2/GAS6/NOG/PEAR1/SERPINA1/SERPINB2/PAPSS2/CHMP1B/EPPK1/ANXA8",58
"GO:0003007","BP","GO:0003007","heart morphogenesis","40/1665","269/18888",0.000738451945386304,0.0215295664677377,0.0182008971591793,"SNAI2/COL11A1/EDN1/MEF2C/TMED2/FKBP1A/DSP/JAG1/SMAD7/PPP1R13L/TGFB1/ENG/DKK1/WNT5A/SOS1/NRP2/MSX2/SOX9/BMP2/SIX1/DLL4/TPM1/GATA6/SMAD4/SLIT2/NOTCH1/TGFBR2/TBX20/DCHS1/SHOX2/EFNA1/PTK2/ROBO1/HAS2/HEG1/SMAD2/EXT1/NOG/ROBO2/RYR2",40
"GO:0090100","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","20/1665","105/18888",0.000770686998696069,0.0223575914895362,0.0189009018847535,"ZC3H3/NEO1/FERMT1/FGF9/TGFB1/ENG/FBXL15/MSX2/INHBA/GIPC1/BMP2/KDR/GATA6/SMAD4/SCUBE3/NOTCH1/TGFBR2/TBX20/BMPER/SMAD2",20
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","62/1665","468/18888",0.00078359630375304,0.0226195546890296,0.0191223631603725,"TMEM132A/FUZ/SNAI2/CELSR1/GPC4/EDN1/GSK3B/CYLD/DAAM1/FERMT1/PORCN/FGF9/TGFB1/PLEKHA4/LZTS2/DKK1/NFKB1/CAPRIN2/WNT5B/PTK7/SEMA5A/AMOTL2/KPNA1/WNT5A/USP34/STRN/SDC1/TNFAIP3/VPS4B/EGR1/BICC1/LRP1/SOX9/BMP2/LRP4/SCYL2/LEF1/SMAD4/ARHGEF19/IGFBP1/NOTCH1/LATS2/LRRK1/TNIK/EDA/DISC1/RYK/FRAT1/GPRC5B/CMAHP/CTNND2/MLLT3/FZD8/SHISA2/FRAT2/EXT1/NOG/ZNF703/TRABD2A/APCDD1L/GRK5/NFATC4",62
"GO:0003184","BP","GO:0003184","pulmonary valve morphogenesis","7/1665","19/18888",0.000795172743710803,0.0227286875910671,0.0192146231104112,"JAG1/SLIT2/NOTCH1/TBX20/ROBO1/SMAD2/ROBO2",7
"GO:0030206","BP","GO:0030206","chondroitin sulfate biosynthetic process","7/1665","19/18888",0.000795172743710803,0.0227286875910671,0.0192146231104112,"DSE/CHST3/CHPF/CHST7/CHST9/CHST11/CHSY3",7
"GO:0060441","BP","GO:0060441","epithelial tube branching involved in lung morphogenesis","9/1665","30/18888",0.000814715041954676,0.0231736751689645,0.0195908115094929,"CELSR1/LAMA1/ESRP2/CTSH/SOX9/FOXA1/DLG5/HHIP/EXT1",9
"GO:1990138","BP","GO:1990138","neuron projection extension","29/1665","177/18888",0.000821063124175648,0.0232408693061563,0.0196476168140754,"RUFY3/NEDD4L/CYFIP2/SYT1/MAP2/EDN1/RIMS1/GSK3B/SYT17/SEMA5A/WNT5A/NRP2/BCL11A/CXCR4/FLRT3/DCLK1/DDR1/TMEM108/SLIT2/C9orf72/IMPACT/DISC1/RYK/DSCAM/CDH4/SHTN1/ITSN2/L1CAM/TWF2",29
"GO:0032526","BP","GO:0032526","response to retinoic acid","20/1665","106/18888",0.0008726968960012,0.0244690624206962,0.0206859199588624,"CYP26B1/EPHA3/TIE1/GSK3B/HSD17B2/CTSH/DKK1/WNT5B/PHC1/PTK7/WNT5A/HTRA2/SOX9/GATA6/OSR1/YES1/TRIML2/GJB3/RORB/TWF2",20
"GO:0048736","BP","GO:0048736","appendage development","30/1665","186/18888",0.000877042367677157,0.0244690624206962,0.0206859199588624,"CYP26B1/PLXNA2/RARB/ITGA6/FGF9/DKK1/PRKAB1/WNT5A/PRRX1/ERRFI1/MSX2/SOX9/LARGE1/LRP4/TFAP2A/FRAS1/LEF1/SMAD4/CRABP2/OSR1/AFF3/NOTCH1/NPR2/ZNF219/SHOX2/CHST11/EXT1/NOG/PBX1/ZNF358",30
"GO:0060173","BP","GO:0060173","limb development","30/1665","186/18888",0.000877042367677157,0.0244690624206962,0.0206859199588624,"CYP26B1/PLXNA2/RARB/ITGA6/FGF9/DKK1/PRKAB1/WNT5A/PRRX1/ERRFI1/MSX2/SOX9/LARGE1/LRP4/TFAP2A/FRAS1/LEF1/SMAD4/CRABP2/OSR1/AFF3/NOTCH1/NPR2/ZNF219/SHOX2/CHST11/EXT1/NOG/PBX1/ZNF358",30
"GO:0061028","BP","GO:0061028","establishment of endothelial barrier","12/1665","49/18888",0.000894464876225986,0.0247030379820428,0.0208837207430172,"ROCK1/ICAM1/IL1B/AFDN/ROCK2/MSN/ROBO4/F11R/MYD88/HPSE/PLCB1/S1PR3",12
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","12/1665","49/18888",0.000894464876225986,0.0247030379820428,0.0208837207430172,"NEDD4L/FXYD5/SLC9A1/FGF13/ACTN4/HECW2/OSR1/ANK3/UTRN/PCSK9/PRKCE/DMD",12
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","32/1665","203/18888",0.000898138235670225,0.0247030379820428,0.0208837207430172,"NEXMIF/CBFB/ARG2/FXYD5/JAG1/SMAD7/TGFB1/SH2B3/ADTRP/CBLB/LOXL3/EPCAM/BMP2/PODXL/PTPN22/HLX/ILDR2/NOTCH1/DLG5/UBASH3B/PTK2/SOCS6/SOCS5/CEBPB/PTPN2/PAWR/SCRIB/ZNF703/PELI1/PDCD1LG2/YTHDF2/HLA-E",32
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","46/1665","325/18888",0.000917279157894374,0.0251110552567234,0.0212286547883338,"FYN/CBFB/GLI2/SMARCA2/CYLD/EFNB1/SMAD7/CSK/IL7/EBI3/IL23A/GCNT2/VNN1/WNT5A/IL1A/NCKAP1L/IL1B/PODXL/FOXA1/AFDN/EMILIN2/ETS1/ADAM19/TESPA1/HLX/LEF1/BRD4/DUSP10/ITPKB/ANK3/ADAM8/CYRIB/NCK1/CD1D/F11R/NLRP3/TGFBR2/HAS2/SOCS5/MALT1/YES1/SOX12/PTPN11/PDCD1LG2/CARD11/HLA-E",46
"GO:0051051","BP","GO:0051051","negative regulation of transport","61/1665","462/18888",0.000935352946912284,0.0253246272045702,0.0214092065455961,"WDR54/CRY1/EPHA3/GPM6B/NEDD4L/NEO1/PTGS2/RAB7A/ANKRD13A/EDN1/ERP29/RIN3/MMP9/NTSR1/FERMT1/CSK/CD33/NFKB1/PSMD9/ASIC1/ADTRP/RGS4/KLF7/VPS4B/FKBP1B/INHBA/NCKAP1L/IL13RA2/IL1B/BEST3/SYT11/EPHB2/RAB11FIP5/DYSF/ISCU/APPL2/HECW2/OSR1/NOTCH1/ANK3/PID1/ANGPT1/STC1/UCN/PRRT2/PKIG/PCSK9/IL1RAPL1/PKIA/PRKCE/BCL2/PTPN11/ANXA2/ANO9/BCR/YRDC/SVIP/ANKRD13B/ATXN2/PPP3R1/TLR9",61
"GO:0050773","BP","GO:0050773","regulation of dendrite development","19/1665","99/18888",0.000938100134963898,0.0253246272045702,0.0214092065455961,"NEDD4L/GSK3B/PTN/COBL/CAPRIN2/DBN1/CAMSAP2/BCL11A/OBSL1/EPHB2/HECW2/CARM1/TNIK/FAT3/IL1RAPL1/SDC2/FBXW8/RELN/NFATC4",19
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","35/1665","229/18888",0.000938110011350911,0.0253246272045702,0.0214092065455961,"ST6GAL1/EDN1/SLC8B1/DDT/RIN3/TGFB1/PTN/SERPINE1/IL23A/NEDD9/SEMA5A/FGF1/WNT5A/CXCR4/NCKAP1L/KDR/SLIT2/NOTCH1/ADAM17/CYRIB/SLAMF8/IL6R/RYK/PTK2/CXCL8/ROBO1/PDGFD/DSCAM/AKIRIN1/PTPN2/GAS6/ROBO2/ZNF580/GPSM3/TMEM102",35
"GO:0050864","BP","GO:0050864","regulation of B cell activation","23/1665","130/18888",0.000949070130384216,0.0255024328583888,0.0215595218073698,"MLH1/MEF2C/CYLD/MSH2/NFATC2/IL7/TGFB1/TNFAIP3/INHBA/NCKAP1L/CDKN1A/EPHB2/TLR4/SAMSN1/SLAMF8/APLF/BCL2/PAWR/ZFP36L1/PELI1/CARD11/TLR9/IL27RA",23
"GO:0010842","BP","GO:0010842","retina layer formation","8/1665","25/18888",0.000988454782556694,0.0264388983352664,0.022351201094703,"SDK2/CALB1/ATP8A2/LARGE1/TFAP2A/FAT3/DSCAM/PTPRM",8
"GO:0106027","BP","GO:0106027","neuron projection organization","18/1665","92/18888",0.00100099286310531,0.0266520063231373,0.0225313606244757,"FYN/GSK3B/LZTS3/CAPRIN2/NEDD9/DBN1/EPHB2/PPFIA2/SHANK1/PDLIM5/MAP1A/EFNA1/CTNND2/ZNF804A/RELN/ARC/DCTN1/SRCIN1",18
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","44/1665","309/18888",0.00103454238282089,0.0274200756101299,0.0231806793241637,"FYN/FUT8/ROCK1/EDN1/MEF2C/FKBP1A/PXN/FERMT1/SMAD7/TGFB1/ENG/PBLD/LPXN/SOX6/SUDS3/GCNT2/WNT5A/FNDC4/ONECUT2/LTBP2/GIPC1/SOX9/BMP2/ROCK2/SOX5/NREP/APPL2/SKIL/ARRB2/SMAD4/LATS2/ADAM17/TGFBR2/LDLRAD4/PTK2/PDGFD/CHST11/NRROS/SMAD2/YES1/JUN/ZNF703/ZFP36L1/VEPH1",44
"GO:0003230","BP","GO:0003230","cardiac atrium development","10/1665","37/18888",0.00104616610291274,0.0274783538111899,0.0232299471784749,"ENG/WNT5A/SOS1/BMP2/DLL4/NOTCH1/TBX20/SHOX2/HEG1/NOG",10
"GO:0010092","BP","GO:0010092","specification of animal organ identity","10/1665","37/18888",0.00104616610291274,0.0274783538111899,0.0232299471784749,"MEF2C/DKK1/FGF1/WNT5A/BMP2/SIX1/AR/ROBO1/EXT1/ROBO2",10
"GO:1901186","BP","GO:1901186","positive regulation of ERBB signaling pathway","9/1665","31/18888",0.0010591670596957,0.0276950812784108,0.023413166582747,"MMP9/TGFB1/AGR2/CBL/SOS1/HIP1R/ADAM17/GPER1/FAM83B",9
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","38/1665","257/18888",0.00109866653275069,0.0285996631806663,0.0241778917898095,"TENM1/ARHGEF5/MAP2K7/EDN1/NOX4/ERP29/RASSF2/CEMIP/PIK3CG/IL23A/NEDD9/SASH1/CCND3/FGF1/WNT5A/CCND2/CDKN1A/IL1B/TAOK3/AGAP2/TLR4/ETAA1/ADAM17/ANGPT1/IL6R/TGFBR2/GPRC5B/EFNA1/PTK2/ROBO1/PDGFD/MALT1/ERN1/TNFSF15/GAS6/RELN/DAXX/SRCIN1",38
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","46/1665","328/18888",0.00111350956768445,0.0287868229551273,0.0243361149390032,"CYP26B1/CBFB/GLI2/SMARCA2/CYLD/RASSF2/SMAD7/IL7/TGFB1/CDK6/IL23A/NEDD9/VNN1/LOXL3/SOS1/PRXL2A/INHBA/NCKAP1L/TESPA1/HLX/TLR4/MYC/LEF1/BRD4/DUSP10/ITPKB/ADAM8/UBASH3B/SLAMF8/NLRP3/TGFBR2/TNFRSF11B/SOCS5/JUNB/MALT1/CEBPB/TRIB1/PTPN2/SOX12/HCLS1/FES/GAS6/ZFP36L1/CARD11/HLA-B/TLR9",46
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","56/1665","419/18888",0.00111573006137177,0.0287868229551273,0.0243361149390032,"FYN/ROCK1/CBFB/GLI2/SMARCA2/ARG2/CYLD/ICAM1/EFNB1/SMAD7/CSK/IL7/EBI3/SELPLG/IL23A/ADTRP/VNN1/CBLB/IL1A/LOXL3/NCKAP1L/IL1B/PTPN22/ETS1/TESPA1/HLX/LEF1/BRD4/ILDR2/DUSP10/ITPKB/MSN/DLG5/ADAM8/CYRIB/NCK1/CD1D/F11R/NLRP3/TGFBR2/SOCS6/HAS2/SOCS5/MALT1/CEBPB/PTPN2/YES1/PAWR/SOX12/PTPN11/SCRIB/EXT1/PELI1/PDCD1LG2/CARD11/HLA-E",56
"GO:0090128","BP","GO:0090128","regulation of synapse maturation","7/1665","20/18888",0.00113090615485425,0.0290498404799785,0.0245584675315671,"ROCK1/CNTNAP1/DISC1/NRXN1/RELN/NFATC4/ADGRL1",7
"GO:0032091","BP","GO:0032091","negative regulation of protein binding","15/1665","71/18888",0.00114028234796258,0.0291622209253061,0.0246534729247865,"KDM1A/ROCK1/MAP2/MAPK8/DKK1/CDKN1A/DNAJB2/ARRB2/PTPRF/MITD1/DISC1/PCSK9/ATP2A2/NOG/CARD16",15
"GO:0050770","BP","GO:0050770","regulation of axonogenesis","26/1665","156/18888",0.00115268102393666,0.0293333790018362,0.0247981683859587,"RUFY3/PLXNA2/MAP2/GSK3B/SEMA5A/WNT5A/FGF13/EPHB2/LRP4/EPHA7/SKIL/CRABP2/SLIT2/DISC1/RYK/SHOX2/EFNA1/ROBO1/MAP6/DSCAM/SLITRK1/CDH4/ROBO2/SHTN1/L1CAM/TWF2",26
"GO:0003198","BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","6/1665","15/18888",0.00115703604363271,0.0293333790018362,0.0247981683859587,"SNAI2/ENG/MSX2/SMAD4/NOTCH1/TGFBR2",6
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","33/1665","215/18888",0.00120036427647557,0.0303001043122468,0.0256154290578039,"SNAI2/PRKCH/EPHA3/GPM6B/ROCK1/GPC4/CAMSAP3/MEF2C/SLC9A1/ICAM5/DKK1/CORO1C/WNT5A/IL1B/FLRT3/SIX1/KDR/EPHB2/ROCK2/EPHA7/AMIGO2/DLG5/F11R/PDLIM5/IL1RAPL1/PTK2/PEAK1/AMIGO3/SLITRK1/NRXN1/ROBO2/VSTM5/CLSTN3",33
"GO:0030890","BP","GO:0030890","positive regulation of B cell proliferation","11/1665","44/18888",0.00120799970589581,0.0303614064012004,0.0256672532790839,"MEF2C/NFATC2/IL7/NCKAP1L/CDKN1A/EPHB2/TLR4/BCL2/PELI1/CARD11/TLR9",11
"GO:0051147","BP","GO:0051147","regulation of muscle cell differentiation","27/1665","165/18888",0.00124245530400952,0.0310933771574228,0.0262860546134022,"CYP26B1/HDAC9/CTDP1/YBX1/EDN1/MEF2C/LAMB1/NFATC2/LAMA1/FGF9/OLFM2/TGFB1/ENG/DKK1/HDAC5/SOX6/RGS4/BHLHE41/BMP2/ANKRD17/ARRB2/SMAD4/NOTCH1/GPER1/SHOX2/BCL2/FOXO4",27
"GO:0001942","BP","GO:0001942","hair follicle development","18/1665","94/18888",0.00129707743092197,0.0321931820781632,0.0272158195618768,"FUZ/GLI2/FERMT1/DKK1/WNT5A/SOS1/MSX2/INHBA/SOX9/FST/LRP4/SMAD4/NOTCH1/EDA/LDB2/BCL2/HPSE/EXT1",18
"GO:1900181","BP","GO:1900181","negative regulation of protein localization to nucleus","10/1665","38/18888",0.00130909173532674,0.0321931820781632,0.0272158195618768,"TMEM98/GSK3B/FERMT1/LZTS2/DCLK1/LATS2/ANGPT1/PKIG/PKIA/MAGED1",10
"GO:0030204","BP","GO:0030204","chondroitin sulfate metabolic process","8/1665","26/18888",0.0013185304220695,0.0321931820781632,0.0272158195618768,"DSE/CHST3/CHPF/CHST7/CHST9/CHST11/EXT1/CHSY3",8
"GO:0035330","BP","GO:0035330","regulation of hippo signaling","8/1665","26/18888",0.0013185304220695,0.0321931820781632,0.0272158195618768,"WWC1/MOB3B/CIT/FRMD6/WTIP/DLG5/SCHIP1/SHANK2",8
"GO:0060411","BP","GO:0060411","cardiac septum morphogenesis","15/1665","72/18888",0.00132504951102027,0.0321931820781632,0.0272158195618768,"JAG1/SMAD7/ENG/WNT5A/NRP2/MSX2/GATA6/SMAD4/SLIT2/NOTCH1/TGFBR2/TBX20/ROBO1/NOG/ROBO2",15
"GO:0061035","BP","GO:0061035","regulation of cartilage development","15/1665","72/18888",0.00132504951102027,0.0321931820781632,0.0272158195618768,"SNAI2/RARB/SMAD7/SOX6/WNT5A/EFEMP1/SOX9/BMP2/SOX5/MBOAT2/ADAMTS12/ZNF219/SHOX2/PTPN11/NOG",15
"GO:1903053","BP","GO:1903053","regulation of extracellular matrix organization","15/1665","72/18888",0.00132504951102027,0.0321931820781632,0.0272158195618768,"TIE1/LAMB1/LAMA1/TGFB1/ADTRP/LRP1/SOX9/BMP2/IER3IP1/DDR1/SMAD4/NOTCH1/FGFR4/ANTXR1/HAS2",15
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","43/1665","304/18888",0.00133915352742131,0.0324008473792268,0.0273913778943612,"ARHGAP31/PREX2/ARHGEF5/P2RY10/DOCK3/MYO9B/SH3BP1/ARHGEF18/CADM4/PIK3CG/GIT1/CBL/KCTD10/SOS1/STAMBP/PSD4/AMOT/PLEKHG3/EPHB2/LRP4/ARHGAP32/ARHGAP20/GIT2/RHOF/ARHGEF19/ITPKB/GPR17/SLIT2/ARHGAP18/LPAR4/NOTCH1/CYRIB/F11R/KALRN/F2RL2/ARHGAP42/MAPRE2/ROBO1/HEG1/ARHGAP30/BCR/RELN/ARHGAP27",43
"GO:0033032","BP","GO:0033032","regulation of myeloid cell apoptotic process","9/1665","32/18888",0.00135971141727957,0.0326274784944739,0.0275829697514413,"SNAI2/ST6GAL1/MEF2C/THRA/ITPKB/ADAM17/PIK3CD/BCL2/GAS6",9
"GO:2000316","BP","GO:2000316","regulation of T-helper 17 type immune response","9/1665","32/18888",0.00135971141727957,0.0326274784944739,0.0275829697514413,"SMAD7/IL23A/LOXL3/EPHB2/BRD4/JUNB/MALT1/ARID5A/IL27RA",9
"GO:0007611","BP","GO:0007611","learning or memory","40/1665","278/18888",0.00140045491113862,0.0334420444786913,0.0282715963306306,"FYN/NRXN3/PTGS2/MEF2C/KCNK2/NTSR1/CALB1/MAN2B1/CRTC1/PTN/PTPRZ1/CPEB3/DKK1/GIT1/ASIC1/NEDD9/BCHE/CHST10/B4GALT2/SGK1/CCND2/THRA/FGF13/PPT1/SYT11/EPHB2/LARGE1/PLK2/SORCS3/SHANK1/SHANK2/UCN/MAP1A/NRXN1/PLCB1/NOG/RELN/GM2A/ARC/NFATC4",40
"GO:0051100","BP","GO:0051100","negative regulation of binding","20/1665","110/18888",0.00140512791927274,0.0334420444786913,0.0282715963306306,"KDM1A/ROCK1/MAP2/TFAP4/MAPK8/DKK1/CDKN1A/DNAJB2/LEF1/ARRB2/PTPRF/GZMA/MITD1/DISC1/IFI16/PCSK9/ATP2A2/JUN/NOG/CARD16",20
"GO:0060070","BP","GO:0060070","canonical Wnt signaling pathway","45/1665","323/18888",0.00143379873596339,0.0339856928024492,0.0287311916153895,"FUZ/SNAI2/EDN1/GSK3B/CYLD/FERMT1/FGF9/TGFB1/PLEKHA4/LZTS2/DKK1/NFKB1/CAPRIN2/WNT5B/PTK7/SEMA5A/KPNA1/WNT5A/USP34/SDC1/VPS4B/EGR1/BICC1/SOX9/BMP2/LRP4/SCYL2/LEF1/SMAD4/IGFBP1/NOTCH1/LATS2/LRRK1/EDA/DISC1/RYK/FRAT1/GPRC5B/CTNND2/MLLT3/FZD8/FRAT2/EXT1/NOG/ZNF703",45
"GO:0007613","BP","GO:0007613","memory","22/1665","126/18888",0.00144638747673885,0.0341452849265759,0.0288661093269467,"PTGS2/KCNK2/CALB1/CRTC1/PTN/CPEB3/ASIC1/CHST10/B4GALT2/SGK1/CCND2/FGF13/SYT11/LARGE1/PLK2/SORCS3/SHANK1/MAP1A/PLCB1/RELN/ARC/NFATC4",22
"GO:0008038","BP","GO:0008038","neuron recognition","11/1665","45/18888",0.00147334305489118,0.0346413844881874,0.0292855073262114,"EPHA3/IGSF9/SEMA5A/CXCR4/EPHB2/ROBO4/NCAM2/ROBO1/DSCAM/EXT1/ROBO2",11
"GO:0006937","BP","GO:0006937","regulation of muscle contraction","27/1665","167/18888",0.00149128222835952,0.0347826666942574,0.0294049460017163,"EHD3/DSG2/ATP2B1/TMEM38A/PTGS2/EDN1/SLC9A1/DSP/SMAD7/PIK3CG/FKBP1B/DOCK4/FGF13/NMUR2/CHRM3/HCN4/TPM1/STC1/UCN/GPER1/ARHGAP42/ATP2A2/SPHK1/SCN5A/ATP2A1/RYR2/DMD",27
"GO:0030041","BP","GO:0030041","actin filament polymerization","27/1665","167/18888",0.00149128222835952,0.0347826666942574,0.0294049460017163,"TENM1/TMSB10/CAPG/CYFIP2/PFN2/PIK3R2/COBL/CSF3/ARPC3/WASHC3/NCKAP1L/HIP1R/WASF3/FHOD3/SPTBN5/SLIT2/ARHGAP18/ADD3/PSTPIP2/CYRIB/NCK1/TMSB15B/CDC42EP5/PRKCE/HCLS1/KIRREL1/TWF2",27
"GO:0009101","BP","GO:0009101","glycoprotein biosynthetic process","45/1665","324/18888",0.00152650307585628,0.0354623085072429,0.0299795089294819,"ST3GAL1/FUT8/ST3GAL6/ST6GAL1/ITM2A/MLEC/ST8SIA1/DSE/GCNT2/CHST10/B4GALT2/MAN1C1/B4GALT6/B4GALT4/CHST3/CHPF/SRD5A3/GALNT8/LARGE1/DPM2/ALG10/TMTC3/GALNT6/GALNT1/NPC1/CHST7/GBGT1/CHST9/B3GNT7/GALNT14/POGLUT1/RFT1/CHST14/HS6ST2/CHST11/BCL2/PAWR/TMTC2/B3GNT3/EXT1/PLCB1/TET3/CHSY3/GFPT1/GALNT4",45
"GO:0071260","BP","GO:0071260","cellular response to mechanical stimulus","15/1665","73/18888",0.00153430222396768,0.0355020486823633,0.030013104907438,"PTGS2/SLC9A1/ENG/MAPK8/NFKB1/SOX9/IL1B/SLC38A2/TLR4/CASP1/PIEZO2/F11R/CRADD/PTGER4/MYD88",15
"GO:2000047","BP","GO:2000047","regulation of cell-cell adhesion mediated by cadherin","7/1665","21/18888",0.00156837942825582,0.036147116387983,0.0305584392033369,"NEXMIF/WNT5A/EPCAM/FOXA1/AFDN/ADAM19/NOTCH1",7
"GO:0046854","BP","GO:0046854","phosphatidylinositol phosphate biosynthetic process","14/1665","66/18888",0.00157989191131521,0.0362690934444055,0.0306615574831709,"PIK3C3/EFR3B/PIK3R2/PIK3CG/PIP5K1B/FIG4/PIK3R3/SOCS2/EFR3A/ITPKB/TMEM150A/SOCS6/SOCS5/PIK3CD",14
"GO:0010921","BP","GO:0010921","regulation of phosphatase activity","13/1665","59/18888",0.00159369519593022,0.0363001433104262,0.0306878067538701,"PPP1R12A/ROCK1/NUAK1/MEF2C/GSK3B/FKBP1A/MTMR9/CD33/FKBP1B/NCKAP1L/BMP2/ROCK2/HSP90B1",13
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","13/1665","59/18888",0.00159369519593022,0.0363001433104262,0.0306878067538701,"NEDD4L/FXYD5/SLC9A1/FGF13/ACTN4/HECW2/OSR1/ANK3/UTRN/PCSK9/PRKCE/SCN5A/DMD",13
